,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,lcoe,lcoe,lcoe,lcoe,lcoe,market_value,market_value,market_value,market_value,market_value,market_value,io,io,io,io,io,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,storage,storage,storage,storage,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used
,offwind-ac,onwind,residential rural solar thermal,residential urban decentral solar thermal,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal,ror,offwind-dc,CO2 sequestration,H2 liquid,H2 storage,Li ion,battery storage,biogas,co2,fossil gas,gas for industry,heat,hot water storage,low voltage,oil,process emissions,solid biomass,solid biomass for industry,transmission lines,onwind,offwind-ac,offwind-dc,solar rooftop,solar,onwind,offwind-ac,offwind-dc,solar rooftop,solar,ror,oil,hydrogen,electricity,gas,total,BEV charger,H2 Electrolysis,H2 Fuel Cell,H2 liquefaction,V2G,air heat pump,battery storage,electricity distribution grid,ground heat pump,hot water storage,hydroelectricity,methanation,offshore wind,onshore wind,power-to-liquid,resistive heater,solar PV,solar rooftop,solar thermal,H2 storage,Li ion,battery storage,hot water storage,gas,offwind-ac,offwind-dc,oil,onwind,residential rural solar thermal,residential urban decentral solar thermal,ror,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal
IT0 5,,0.0,0.0,0.0,0.0,0.0,2.91,0.01,0.05,0.03,,,145.06,115.23,96.14,89.09,,,,,54.54,53.39,91.02,,,,,85.59,,,,54.87,53.81,90.01,,,66.24,53.82,74.57,3.5,0.0,-9.66,0.21,-5.96,18.65,1.63,0.0,0.2,18.65,0.39,0.01,4.36,0.36,2.64,5.9,0.0,0.0,0.0,0.0,1.44,28.94,2.91,3.8,4.97,42.39,0.01,4.88,,,,,0.0,0.0,0.0,0.0,0.0,0.0,99.69,100.0,0.0
IT0 6,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.02,0.0,,,,138.17,108.34,92.17,87.12,,,,,44.54,43.33,88.93,,,,,83.5,,,,49.15,44.71,100.95,104.01,,56.85,44.71,,4.26,0.0,5.06,-0.14,9.18,6.98,0.64,0.0,0.08,6.98,0.06,0.35,1.73,0.4,0.69,0.08,0.03,0.0,0.0,0.0,0.96,5.93,1.09,0.05,1.99,15.87,1.0,0.47,,0.0,,,0.0,0.0,0.0,,0.0,0.0,21.59,100.0,0.0
IT0 7,0.0,0.13,0.0,0.0,0.0,0.0,0.23,0.01,0.04,,0.0,,129.21,99.38,85.27,81.56,,,,,38.91,37.85,83.26,,,,,77.83,93.11,,,42.71,37.82,93.11,97.07,95.9,53.04,40.99,,2.8,0.0,-19.08,0.32,-15.96,14.63,6.37,0.0,0.16,14.63,0.95,13.94,3.81,0.2,3.32,0.56,1.03,0.0,2.84,0.8,2.11,41.37,2.28,0.75,18.01,33.26,40.55,4.14,,0.0,0.2,,12.39,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
IT0 8,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.02,0.0,0.02,0.0,,139.29,109.46,93.13,87.15,,,,,45.43,44.36,88.97,,,,,83.54,,,,50.1,48.89,97.87,99.83,104.2,58.49,48.89,74.07,5.55,0.0,28.07,4.44,38.06,23.29,2.17,0.0,0.25,23.29,1.13,0.02,6.23,0.45,4.73,0.59,0.07,0.0,0.0,0.0,1.91,15.93,3.63,0.01,7.0,52.93,0.06,6.73,,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,30.74,100.0,0.0
IT0 9,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.01,0.0,,137.87,108.04,90.46,85.26,,,,,43.91,42.62,87.1,,,,,81.67,,,,47.7,42.55,92.77,99.61,94.21,54.31,42.55,71.08,4.49,0.0,32.19,2.09,38.77,31.0,2.78,0.0,0.33,31.0,1.95,0.01,6.42,0.3,8.07,1.36,0.1,0.0,0.0,0.0,3.35,9.23,4.84,0.04,8.85,70.45,0.02,12.14,,0.0,4.43,,0.0,0.0,0.0,0.0,0.0,0.0,23.23,100.0,0.0
IT1 0,0.0,1.2,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.01,,,125.37,95.54,82.84,80.37,,,,,26.36,25.8,82.11,,,,,76.68,68.06,,,46.31,40.68,68.06,82.35,,52.06,41.75,70.8,1.26,0.0,-49.33,-5.6,-53.67,9.6,6.23,0.0,0.1,9.6,0.0,18.72,3.58,0.61,0.52,0.5,3.06,0.0,21.24,0.23,1.85,41.73,1.5,0.0,8.0,21.82,54.47,0.81,,0.0,,,45.98,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
LT6 0,0.0,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.05,,143.09,113.26,89.96,81.42,,,,,51.81,50.92,84.12,,,,,78.68,54.98,,58.99,,60.69,54.98,66.1,59.75,69.52,60.69,,0.94,0.0,20.96,1.53,23.43,11.27,1.77,0.0,0.16,11.27,0.57,0.0,3.78,0.35,2.3,1.0,0.06,1.55,1.84,0.0,2.39,3.68,0.0,0.0,2.18,25.61,0.0,3.7,,0.01,100.0,,1.44,0.0,0.0,,0.0,0.0,2.08,0.04,0.0
LU0 0,,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,0.0,120.07,100.26,89.97,,,,,51.98,51.09,92.55,,,,,87.12,56.33,,,,60.43,63.44,,,69.67,60.43,90.59,4.75,0.0,2.0,1.71,8.46,3.23,0.18,0.0,0.0,3.23,0.28,0.0,1.68,0.03,1.11,1.32,0.0,0.0,3.2,0.0,0.48,4.63,0.59,0.0,0.53,7.34,0.0,1.19,,,,,100.0,0.0,0.0,0.0,0.0,0.0,61.99,100.0,0.0
LV6 0,0.0,0.35,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,,139.9,110.07,87.32,79.41,,,,,51.66,50.88,82.09,,,,,76.66,50.53,,,,59.88,50.53,64.54,65.82,69.87,59.88,89.37,2.19,0.0,-6.02,0.68,-3.16,5.73,0.94,0.0,0.23,5.73,0.51,0.0,3.16,0.35,2.57,1.51,0.28,0.0,6.92,0.0,2.66,12.35,0.01,0.0,2.85,13.01,0.0,5.33,,0.0,0.0,,4.66,0.0,0.0,0.0,0.0,0.0,10.29,0.35,0.0
ME0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0,,,,144.17,114.33,92.04,88.5,,,,,49.23,48.11,90.6,,,,,85.17,,,,,48.02,107.33,119.56,,55.26,48.02,,0.16,0.0,1.5,0.22,1.88,2.74,0.07,0.0,0.0,2.74,0.04,0.0,0.63,0.06,0.43,0.0,0.0,0.0,0.0,0.0,0.2,2.52,0.7,0.12,0.19,6.22,0.01,0.35,,0.0,,,0.0,0.0,0.0,,0.0,0.0,17.14,100.0,0.0
MK0 0,,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.01,0.0,,,0.0,110.81,89.31,86.88,,,,,47.58,46.4,88.75,,,,,83.32,,,,48.54,44.39,84.82,,,52.53,44.39,86.04,0.11,0.0,1.66,0.51,2.28,8.68,0.35,0.0,0.0,8.68,0.09,0.01,1.35,0.14,0.78,0.57,0.01,0.0,0.0,0.0,0.52,5.07,2.02,0.34,1.12,19.74,0.02,0.78,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.01,100.0,0.0
NL0 0,0.07,0.44,0.0,0.0,0.0,0.0,0.02,0.01,0.0,,0.7,,145.54,115.7,93.97,85.25,,,,,48.86,47.81,87.88,,,,,82.45,38.92,53.48,52.99,67.0,59.31,56.79,59.81,62.51,67.14,59.76,,16.63,0.0,1.34,21.27,39.23,21.79,10.72,0.0,4.78,21.79,2.2,0.0,11.82,0.4,8.37,0.0,0.44,25.14,8.06,0.0,4.13,30.76,4.61,0.0,13.54,49.51,0.0,13.19,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,100.0,99.99,0.0
NL0 1,,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,,128.31,98.48,98.38,88.64,,,,,50.74,49.6,91.26,,,,,85.83,44.85,,,,62.22,60.8,,,70.57,62.21,,7.51,0.0,20.83,2.58,30.92,8.39,10.23,0.0,1.84,8.39,0.65,0.0,3.36,0.29,2.1,0.0,0.0,0.0,9.81,0.0,1.24,3.78,0.18,0.0,928.51,19.07,0.0,2.37,,,,,100.0,0.0,0.0,,0.0,0.0,17.58,10.39,0.0
NL0 2,,0.1,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,150.0,120.17,98.22,88.92,,,,,50.47,49.45,91.56,,,,,86.13,48.53,,,69.04,61.15,61.32,,,69.04,61.15,,56.67,0.0,43.05,30.28,130.0,16.36,6.17,0.0,3.59,16.36,1.51,0.0,6.74,0.35,4.32,0.0,0.0,0.0,7.61,0.0,2.22,26.89,3.38,0.0,3.12,37.18,0.0,5.44,,,,,100.0,0.0,0.0,,0.0,0.0,97.48,97.73,0.0
NL0 3,0.04,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02,,122.23,92.39,91.69,83.07,,,,,48.67,47.7,85.76,,,,,80.32,35.2,,,,,55.02,60.25,61.11,70.38,63.64,,6.8,0.0,6.16,-0.96,12.0,4.37,4.41,0.0,0.96,4.37,0.38,0.0,2.78,0.13,1.82,0.0,0.0,0.54,8.4,0.0,0.83,0.0,0.0,0.0,436.33,9.92,0.0,2.15,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,0.02,0.07,0.0
NL0 4,0.17,0.08,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.99,,137.9,108.07,86.92,78.85,,,,,46.53,45.74,81.51,,,,,76.08,29.96,50.42,54.52,,58.79,50.31,52.75,54.52,68.27,58.79,,11.25,0.0,-21.03,8.29,-1.49,15.07,10.13,0.0,3.3,15.07,1.5,0.0,7.88,0.25,5.58,0.0,2.27,24.77,3.19,0.0,3.0,11.59,0.01,0.0,31.01,34.24,0.0,10.19,,100.0,49.59,,100.0,0.0,0.0,,0.0,0.0,76.75,0.2,0.0
NL0 5,0.14,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.17,,112.48,82.65,85.58,77.58,,,,,39.7,39.0,80.28,,,,,74.84,31.61,49.65,51.9,,,48.73,51.66,51.9,67.5,62.27,,-24.29,0.0,-49.12,-3.17,-76.58,6.36,20.89,0.0,1.4,6.36,0.18,0.0,2.4,0.26,7.45,0.0,1.17,26.6,9.16,4.7,0.81,0.0,0.0,0.0,1872.74,14.46,0.0,1.55,,100.0,91.82,,100.0,0.0,0.0,,0.0,0.0,0.01,0.03,0.0
NO3 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,,138.45,108.62,81.53,73.01,,,,,51.77,51.3,75.69,,,,,70.25,,,64.46,,,63.55,67.72,64.46,66.18,62.28,,3.18,0.0,9.1,1.21,13.49,1.82,0.41,0.0,0.11,1.82,0.16,0.0,2.17,0.06,0.81,1.64,0.0,1.33,0.0,0.0,0.6,0.0,0.0,0.0,0.67,4.13,0.0,0.65,,0.0,59.21,,0.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,135.18,105.34,78.57,70.95,,,,,51.03,50.33,73.63,,,,,68.19,,,,,,64.28,67.29,67.24,,,,0.51,0.0,0.83,2.16,3.5,1.22,0.17,0.0,0.07,1.22,0.02,0.0,1.28,0.11,0.47,2.32,0.01,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.88,2.77,0.0,0.28,,0.0,0.08,,0.0,0.0,0.0,,0.0,0.0,,,0.0
NO3 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,136.22,106.39,78.7,70.48,,,,,52.64,52.13,73.16,,,,,67.73,,,,,,54.89,64.8,64.33,64.79,61.65,,3.86,0.0,-7.46,1.46,-2.15,3.28,0.51,0.0,0.2,3.28,0.26,0.0,3.13,0.07,1.18,9.58,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,2.27,7.44,0.0,1.6,,0.0,0.1,,0.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,137.63,107.8,80.08,72.17,,,,,37.14,37.19,74.84,,,,,69.41,,,,,,61.18,66.27,66.78,62.42,61.18,,2.09,0.0,-2.39,1.41,1.11,0.68,0.23,0.0,0.04,0.68,0.0,0.0,0.94,0.07,0.2,3.03,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,1.0,1.56,0.0,0.02,,0.0,0.02,,0.0,0.0,0.0,,0.0,0.0,0.0,0.03,0.0
NO3 4,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,134.55,104.72,77.6,69.49,,,,,49.04,48.53,72.16,,,,,66.72,53.39,,,,,53.39,62.24,57.93,67.2,62.78,,4.36,0.0,-14.92,3.08,-7.48,2.14,0.47,0.0,0.13,2.14,0.22,0.0,1.91,0.02,1.12,4.55,0.02,0.0,7.7,0.0,0.71,0.0,0.0,0.0,2.29,4.86,0.0,1.15,,0.0,0.72,,13.75,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,,135.84,106.01,79.02,70.77,,,,,50.05,49.47,73.45,,,,,68.02,,,50.43,,,55.03,59.37,55.65,67.35,63.15,,1.29,0.0,-10.08,0.85,-7.94,3.07,0.47,0.0,0.18,3.07,0.35,0.0,2.95,0.0,1.41,8.05,0.0,1.87,0.0,0.0,1.1,0.0,0.0,0.0,1.76,6.97,0.0,2.13,,0.01,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,137.02,107.19,80.12,71.59,,,,,51.26,50.69,74.26,,,,,68.82,,,,,,55.81,58.97,,67.77,63.23,,2.7,0.0,42.3,2.91,47.9,9.18,1.14,0.0,0.55,9.18,0.95,0.0,6.83,0.12,3.54,3.85,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.0,3.52,20.86,0.0,4.48,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
PL0 0,,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,142.12,112.29,90.04,82.29,,,,,50.94,49.94,84.97,,,,,79.54,56.37,,,,,56.37,,,67.02,63.21,,3.39,0.0,-16.6,7.83,-5.37,14.41,1.42,0.0,0.02,14.41,0.26,0.0,4.2,0.97,1.47,0.0,0.29,0.0,23.97,0.0,3.24,0.0,0.0,0.0,3.5,32.75,0.0,3.46,,,,,43.4,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
PL0 1,0.0,0.95,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,1.64,,115.06,85.22,87.16,79.56,,,,,44.55,43.66,82.25,,,,,76.84,41.51,,60.15,,60.16,48.94,60.17,60.83,67.09,60.16,,-15.22,0.0,-67.06,-5.82,-88.11,9.93,19.4,0.0,0.01,9.93,0.15,0.0,2.43,0.48,5.0,0.88,2.6,5.75,35.63,3.05,1.42,16.9,0.0,0.0,1051.81,22.56,0.0,1.06,,0.0,100.0,,100.0,0.0,0.0,,0.0,0.0,29.98,0.02,0.0
PL0 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,144.6,114.77,92.4,84.1,,,,,51.02,50.15,86.79,,,,,81.36,,,,,,61.7,,,68.1,63.01,81.79,2.39,0.0,56.57,6.78,65.75,28.76,1.29,0.0,0.03,28.76,1.19,0.0,8.16,1.19,3.55,0.01,0.09,0.0,0.0,0.0,4.74,0.04,0.0,0.0,2.84,65.37,0.0,4.38,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0
PL0 3,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.18,,120.04,90.21,91.01,83.32,,,,,49.01,48.27,86.01,,,,,80.58,52.46,,58.37,,,52.45,64.94,63.84,67.63,62.75,,1.52,0.0,-3.76,-4.64,-6.89,8.71,3.01,0.0,0.01,8.71,0.12,0.0,2.62,0.61,0.81,0.08,0.0,1.54,10.17,0.31,1.48,0.02,0.0,0.0,221.06,19.79,0.0,0.77,,0.02,100.0,,33.36,0.0,0.0,,0.0,0.0,0.03,0.02,0.0
PL0 4,,8.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,142.32,112.49,90.5,82.54,,,,,51.04,50.26,85.22,,,,,79.79,58.53,,,,,58.53,,,66.78,63.38,81.62,0.72,0.0,-10.2,3.95,-5.53,24.47,1.72,0.0,0.03,24.47,0.8,0.0,7.28,1.25,3.63,0.2,0.3,0.0,32.18,0.0,4.53,0.0,0.0,0.0,3.38,55.62,0.0,8.22,,,,,38.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL0 5,,1.36,0.0,0.0,0.0,0.0,0.09,0.0,0.0,,,,144.8,114.97,92.56,84.19,,,,,51.3,50.3,86.89,,,,,81.46,59.84,,,,60.84,59.84,,,68.54,60.84,,1.95,0.0,45.04,8.01,55.0,39.58,1.87,0.0,0.04,39.58,2.38,0.0,11.97,0.76,4.78,0.66,0.16,0.0,11.49,0.0,5.93,20.7,0.0,0.0,3.75,89.95,0.0,6.08,,,,,24.97,0.0,0.0,,0.0,0.0,17.76,0.01,0.0
PL0 6,,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,142.68,112.85,91.15,82.94,,,,,51.51,50.68,85.63,,,,,80.2,59.31,,,,,59.31,,,67.71,63.7,,1.22,0.0,23.55,4.15,28.92,26.85,0.68,0.0,0.03,26.85,1.19,0.0,6.9,0.93,4.66,0.02,0.14,0.0,10.01,0.0,4.62,0.0,0.0,0.0,2.59,61.01,0.0,7.17,,,,,13.69,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
PL0 7,,0.49,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,,145.15,115.31,92.89,84.66,,,,,51.34,50.36,87.34,,,,,81.91,62.24,,,,59.54,62.24,,,67.59,59.54,81.61,1.57,0.0,6.1,4.51,12.17,16.77,0.59,0.0,0.02,16.77,0.86,0.0,4.45,0.48,1.93,0.26,0.06,0.0,8.51,0.0,3.04,8.04,0.0,0.0,1.57,38.11,0.0,2.13,,,,,25.96,0.0,0.0,0.0,0.0,0.0,10.6,0.01,0.0
PT0 0,0.0,1.29,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,,,114.29,84.45,73.86,69.11,,,,,32.77,32.36,71.08,,,,,65.65,61.46,,,43.19,38.25,61.46,62.61,,52.46,38.25,60.99,-16.29,0.0,-29.69,-1.76,-47.74,18.25,16.42,0.0,0.3,18.25,0.13,0.0,4.22,0.15,3.7,0.53,0.0,0.0,32.85,2.98,1.06,34.43,3.62,0.0,600.53,41.49,0.01,0.99,,0.02,,,60.32,0.0,0.0,0.0,0.0,0.0,67.39,100.0,0.0
PT0 1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,,,116.46,86.63,74.88,69.52,,,,,36.35,35.96,71.63,,,,,66.2,,,,45.31,40.18,60.3,61.73,,53.29,40.18,61.03,-7.47,0.0,44.97,-0.78,36.72,22.41,11.5,0.0,0.36,22.41,0.23,0.0,4.64,0.16,2.57,5.72,0.0,0.0,0.0,2.52,0.99,15.76,4.44,0.0,561.28,50.93,0.01,0.71,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.24,100.0,0.0
PT0 2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,,,,110.77,80.93,73.7,69.67,,,,,19.84,20.03,71.41,,,,,65.98,,,,,36.9,67.27,67.95,,49.33,36.9,,6.22,0.0,-1.35,0.27,5.15,3.4,1.52,0.0,0.06,3.4,0.0,0.01,1.01,0.07,0.33,0.51,0.05,0.0,0.0,0.13,0.32,8.47,0.67,0.0,25.48,7.72,0.03,0.01,,0.0,,,0.0,0.0,0.0,,0.0,0.0,25.6,100.0,0.0
RO0 0,,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.01,,,148.17,118.34,92.62,88.23,,,,,50.55,49.54,90.65,,,,,85.22,,,,,49.5,91.61,,,56.22,49.5,71.16,3.82,0.0,14.47,1.94,20.23,13.89,0.98,0.0,0.02,13.89,0.31,0.0,6.32,1.27,1.54,3.78,0.0,0.0,0.0,0.0,4.18,11.18,0.69,0.0,2.81,31.56,0.01,2.93,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.69,10.37,0.0
RO0 1,,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.0,0.01,,,146.72,116.89,92.59,87.8,,,,,49.81,48.78,90.13,,,,,84.7,,,,52.53,46.63,91.24,,,52.53,46.63,70.77,2.7,0.0,6.91,3.65,13.25,14.69,1.69,0.0,0.02,14.69,0.91,0.0,5.87,0.45,3.76,1.76,0.0,0.0,0.0,0.0,4.08,23.84,2.09,0.0,5.42,33.38,0.01,7.77,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.55,29.57,0.0
RO0 2,0.31,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,,146.1,116.27,90.74,86.0,,,,,50.12,49.16,88.43,,,,,83.0,80.45,77.46,76.45,,,80.45,85.51,86.36,59.69,54.83,69.24,4.7,0.0,-10.42,5.01,-0.72,11.96,1.28,0.0,0.02,11.96,0.57,0.0,5.29,0.63,2.55,0.63,0.0,12.28,6.17,0.0,3.9,0.0,0.0,0.0,3.97,27.17,0.01,5.14,,100.0,100.0,,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
RS0 0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,145.54,115.71,91.69,87.76,,,,,48.93,47.74,89.95,,,,,84.52,,,,53.0,,93.56,,,53.0,52.99,,1.92,0.0,26.4,0.75,29.07,15.58,0.61,0.0,0.01,15.58,0.27,0.0,4.18,0.58,1.23,0.0,0.0,0.0,0.0,0.0,1.79,0.0,2.44,0.0,1.81,35.42,0.01,2.34,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,66.84,0.0
RS0 1,,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,,,,147.6,117.77,93.74,89.21,,,,,48.58,47.47,91.46,,,,,86.03,,,,54.51,48.73,96.59,,,54.51,48.72,,1.83,0.0,17.54,1.4,20.77,14.77,0.55,0.0,0.01,14.77,0.44,0.0,3.65,0.24,2.06,0.0,0.0,0.0,0.0,0.0,1.46,5.47,3.0,0.0,1.57,33.56,0.01,3.69,,,,,0.0,0.0,0.0,,0.0,0.0,3.98,86.71,0.0
SE3 0,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,137.9,108.07,84.34,75.94,,,,,50.82,50.04,78.6,,,,,73.17,53.95,,,,58.06,53.95,62.93,62.24,66.23,58.06,72.71,0.59,0.0,49.91,6.09,56.59,18.04,2.16,0.0,0.85,18.04,2.04,0.0,11.33,0.15,7.57,0.81,0.12,0.0,7.0,0.0,5.0,25.11,0.0,0.0,3.58,41.0,0.0,13.84,,0.0,0.01,,3.45,0.0,0.0,0.0,0.0,0.0,30.8,0.05,0.0
SE3 1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.17,,132.96,103.13,78.1,70.87,,,,,36.32,36.26,73.53,,,,,68.1,57.6,,,,,57.6,67.61,62.34,61.59,59.67,67.62,5.27,0.0,-42.45,0.0,-37.18,0.94,0.2,0.0,0.04,0.94,0.0,0.0,0.94,0.1,0.64,2.38,0.05,0.84,20.14,0.02,0.29,0.0,0.0,0.0,0.83,2.14,0.0,0.1,,0.0,100.0,,19.86,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0
SE3 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,,135.97,106.14,80.34,72.53,,,,,52.03,51.45,75.19,,,,,69.76,,,57.64,,,65.4,70.15,63.94,65.11,60.56,69.12,0.17,0.0,-10.38,0.2,-10.01,2.01,0.23,0.0,0.09,2.01,0.06,0.0,1.42,0.15,0.94,3.85,0.01,1.3,0.0,0.0,0.59,0.0,0.0,0.0,0.66,4.57,0.0,1.02,,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0
SE3 3,0.0,4.75,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.0,,133.37,103.54,81.73,73.96,,,,,48.72,48.17,76.64,,,,,71.21,45.94,,,,57.33,45.94,56.59,58.05,65.55,57.33,,8.75,0.0,-99.4,3.93,-86.72,9.03,2.47,0.0,0.42,9.03,1.01,0.0,5.93,0.03,4.11,0.09,0.8,0.0,52.37,0.12,2.79,25.39,0.0,0.0,7.76,20.51,0.0,11.27,,0.0,0.0,,54.21,0.0,0.0,,0.0,0.0,50.5,0.05,0.0
SE3 4,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,133.33,103.5,77.9,70.28,,,,,36.82,36.98,72.95,,,,,67.52,,,,,,62.56,,,,,,0.18,0.0,-6.87,-0.06,-6.75,0.57,0.09,0.0,0.03,0.57,0.0,0.0,0.37,0.06,0.21,2.37,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.46,1.3,0.0,0.02,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0
SE3 5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,137.08,107.25,80.59,73.14,,,,,52.15,51.62,75.8,,,,,70.36,,,,,,63.7,,,63.45,61.36,70.42,0.29,0.0,-0.82,-0.03,-0.55,0.99,0.11,0.0,0.05,0.99,0.01,0.0,0.74,0.1,1.11,1.46,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.24,2.25,0.0,0.1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
SE3 6,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.0,,137.34,107.51,84.2,76.14,,,,,50.64,49.9,78.8,,,,,73.37,,,,,59.12,55.21,56.69,58.95,66.71,59.12,72.26,3.38,0.0,24.46,2.36,30.2,8.91,0.97,0.0,0.42,8.91,0.99,0.0,5.82,0.06,3.61,0.66,0.03,0.0,0.0,0.0,2.58,20.9,0.0,0.0,1.66,20.25,0.0,5.26,,0.0,0.11,,0.0,0.0,0.0,0.0,0.0,0.0,48.82,0.05,0.0
SE3 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,,134.43,104.6,78.5,71.4,,,,,36.68,36.56,74.08,,,,,68.65,,,59.35,,,65.19,66.44,59.35,63.1,61.17,68.03,0.27,0.0,-17.34,-0.04,-17.1,0.65,0.09,0.0,0.03,0.65,0.0,0.0,0.45,0.07,0.2,2.18,0.01,3.22,0.0,0.0,0.18,0.0,0.0,0.0,0.43,1.47,0.0,0.02,,0.0,94.81,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.0
