,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,lcoe,lcoe,lcoe,lcoe,lcoe,market_value,market_value,market_value,market_value,market_value,market_value,io,io,io,io,io,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,storage,storage,storage,storage,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used
,offwind-ac,onwind,residential rural solar thermal,residential urban decentral solar thermal,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal,ror,offwind-dc,CO2 sequestration,H2 liquid,H2 storage,Li ion,battery storage,biogas,co2,fossil gas,gas for industry,heat,hot water storage,low voltage,oil,process emissions,solid biomass,solid biomass for industry,transmission lines,onwind,offwind-ac,offwind-dc,solar rooftop,solar,onwind,offwind-ac,offwind-dc,solar rooftop,solar,ror,oil,hydrogen,electricity,gas,total,BEV charger,H2 Electrolysis,H2 Fuel Cell,H2 liquefaction,H2 pipeline retrofitted,V2G,air heat pump,battery storage,electricity distribution grid,ground heat pump,hot water storage,hydroelectricity,methanation,offshore wind,onshore wind,power-to-liquid,resistive heater,solar PV,solar rooftop,solar thermal,H2 storage,Li ion,battery storage,hot water storage,gas,offwind-ac,offwind-dc,oil,onwind,residential rural solar thermal,residential urban decentral solar thermal,ror,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal
IT0 15,,0.0,0.0,0.0,0.0,0.0,0.61,0.02,0.05,0.01,,,115.74,85.91,117.12,108.87,,,,,52.65,51.18,110.64,,,,,105.21,,,,52.74,47.53,142.14,,,63.34,47.53,90.5,3.58,13.75,12.51,8.08,37.92,31.11,0.67,2.85,0.33,14.83,31.11,1.02,5.39,7.84,0.16,15.05,0.48,0.0,0.0,0.0,0.01,1.4,28.5,4.85,5.8,0.0,70.71,15.69,9.89,,,,,0.0,0.0,0.0,0.0,0.0,0.0,41.03,100.0,0.0
IT0 16,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.01,0.1,0.02,0.0,,115.87,86.04,114.79,107.06,,,,,55.76,54.44,108.86,,,,,103.42,,,,53.24,48.2,141.43,140.01,138.43,65.98,49.23,88.55,-3.1,-2.95,10.87,1.47,6.3,17.23,12.64,0.44,0.19,10.51,17.23,0.31,8.49,4.86,0.41,2.64,1.11,0.0,0.0,0.0,0.93,1.17,37.02,2.69,1.09,0.0,39.16,24.7,2.17,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 2,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.02,0.02,0.0,0.0,,115.54,85.71,117.88,109.25,,,,,51.59,50.18,111.12,,,,,105.69,,,,52.61,49.43,128.1,139.24,137.43,64.01,50.69,92.79,4.69,-0.46,-4.15,-3.73,-3.66,11.8,5.55,1.08,0.13,3.73,11.8,0.3,11.42,3.49,0.25,5.46,0.03,0.0,0.0,0.0,0.0,0.97,34.26,1.84,1.79,0.0,26.83,33.22,3.36,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 3,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.02,0.03,0.02,,,114.34,84.51,89.01,85.93,,,,,42.84,41.52,87.66,,,,,82.23,,,,45.79,40.85,101.95,104.73,,51.0,40.85,71.11,4.81,-5.47,-5.35,0.46,-5.55,11.59,6.33,0.0,0.12,11.57,11.59,0.16,5.85,3.18,0.63,0.99,0.83,0.0,0.0,0.0,0.04,2.59,23.04,1.81,0.46,0.0,26.33,17.01,1.36,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,67.16,100.0,0.0
IT0 4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.02,0.35,0.02,0.0,,114.97,85.14,98.79,93.61,,,,,47.34,46.08,95.4,,,,,89.97,,,,48.1,44.15,110.13,114.38,113.04,59.13,44.74,76.38,1.25,4.52,-11.19,4.04,-1.37,28.07,1.42,0.0,0.3,7.7,28.07,1.02,14.06,5.54,0.3,4.58,0.67,0.0,0.0,0.0,0.17,2.74,33.55,4.38,6.16,0.0,63.8,40.91,8.01,,0.0,0.11,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 5,,0.0,0.0,0.0,0.0,0.0,0.46,0.01,0.46,0.02,,,115.91,86.08,116.78,108.54,,,,,60.43,59.39,110.43,,,,,104.99,,,,54.88,49.21,130.91,,,69.83,53.09,89.66,-3.82,11.78,-12.47,-0.49,-5.0,18.65,3.49,0.44,0.2,0.86,18.65,0.25,4.41,4.59,0.36,2.52,5.9,0.0,0.0,0.0,1.25,1.22,29.03,2.91,3.37,0.0,42.39,12.83,4.12,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 6,0.0,0.26,0.0,0.0,0.0,0.0,0.13,0.02,0.01,,,,114.9,85.07,99.28,93.89,,,,,47.02,45.89,95.67,,,,,90.24,102.97,,,49.12,43.2,102.97,112.23,,58.74,43.2,,3.95,-12.46,0.61,-0.41,-8.31,6.98,9.73,0.0,0.08,6.78,6.98,0.04,1.69,1.85,0.42,0.42,0.08,0.0,0.0,12.04,0.05,1.03,15.19,1.09,0.17,0.0,15.87,4.92,0.26,,0.0,,,61.36,0.0,0.0,,0.0,0.0,55.27,100.0,0.0
IT0 7,0.0,0.09,0.0,0.0,0.0,0.0,0.57,0.02,0.22,,0.0,,114.04,84.21,87.33,83.69,,,,,40.21,39.07,85.41,,,,,79.98,92.81,,,42.79,38.06,92.81,94.89,95.04,53.4,40.47,,6.22,-13.95,-7.55,2.04,-13.24,14.63,10.58,0.0,0.16,1.15,14.63,0.9,12.77,4.24,0.21,4.32,0.56,0.02,0.0,2.0,0.0,2.43,41.37,2.28,3.35,0.01,33.26,39.21,7.28,,0.0,0.14,,8.74,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
IT0 8,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.02,0.14,0.01,0.0,,115.18,85.34,105.92,99.58,,,,,49.32,48.07,101.4,,,,,95.97,,,,50.17,46.36,123.13,128.56,126.47,61.02,47.29,83.0,2.27,-5.57,1.9,4.12,2.73,23.29,10.35,0.15,0.25,0.0,23.29,0.6,14.5,6.58,0.46,3.07,0.59,0.0,0.0,0.0,0.58,1.82,51.82,3.63,2.88,0.0,52.93,42.19,4.22,,0.0,0.03,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 9,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.16,0.02,0.0,,114.84,85.01,97.77,93.14,,,,,46.69,45.4,94.9,,,,,89.47,,,,47.77,42.46,107.17,119.63,111.14,56.73,42.46,76.55,-0.51,8.08,8.52,3.16,19.24,31.0,3.08,0.0,0.33,11.52,31.0,1.21,3.68,6.51,0.3,4.63,1.36,0.0,0.0,0.0,0.87,3.32,23.99,4.84,4.49,0.0,70.45,10.71,7.27,,0.0,4.62,,0.0,0.0,0.0,0.0,0.0,0.0,60.32,100.0,0.0
IT1 0,0.0,0.47,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,,,113.68,83.85,83.96,81.67,,,,,30.2,29.62,83.37,,,,,77.93,68.22,,,46.25,40.71,68.21,78.24,,51.03,40.71,68.98,2.07,-4.83,-3.69,-1.69,-8.13,9.6,4.58,0.0,0.1,0.0,9.6,0.0,6.72,3.74,0.64,0.19,0.5,0.81,0.0,7.8,0.04,1.98,19.66,1.5,0.02,0.33,21.82,19.55,0.11,,0.0,,,16.89,0.0,0.0,0.0,0.0,0.0,47.1,100.0,0.0
LT6 0,0.0,0.22,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.09,,116.41,86.58,100.75,91.53,,,,,55.48,54.62,94.31,,,,,88.88,57.12,,59.47,,60.75,57.12,65.97,61.0,70.55,60.75,,-1.72,13.14,5.94,-0.06,17.3,11.27,0.15,0.0,0.16,0.9,11.27,0.43,0.0,3.45,0.36,2.45,1.0,0.0,1.55,1.79,0.45,2.05,6.38,0.0,0.0,0.0,25.61,0.0,3.31,,0.01,100.0,,1.4,0.0,0.0,,0.0,0.0,3.61,0.14,0.0
LU0 0,,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,0.0,85.7,127.27,116.46,,,,,58.58,57.6,118.45,,,,,113.02,57.2,,,,61.62,77.25,,,71.03,61.62,114.85,2.92,5.28,0.14,1.81,10.16,3.23,0.64,0.87,0.0,2.02,3.23,0.18,1.75,1.73,0.03,2.97,1.32,0.0,0.0,3.2,0.32,0.55,5.79,0.59,0.0,0.0,7.34,7.63,3.77,,,,,100.0,0.0,0.0,0.0,0.0,0.0,77.39,100.0,0.0
LV6 0,0.0,0.87,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,,115.79,85.96,96.5,88.04,,,,,54.34,53.59,90.84,,,,,85.41,51.09,,,,59.91,51.09,62.69,64.26,67.89,59.91,97.1,-1.92,-2.03,-5.75,1.88,-7.83,5.73,4.8,0.0,0.23,2.46,5.73,0.41,0.0,2.98,0.36,2.6,1.51,0.0,0.0,11.75,0.69,2.38,10.98,0.71,0.0,0.0,13.01,0.0,6.02,,0.0,0.0,,7.9,0.0,0.0,0.0,0.0,0.0,9.15,39.37,0.0
ME0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.02,0.02,,,,115.24,85.41,105.87,101.92,,,,,52.94,51.61,103.67,,,,,98.23,,,,,48.86,118.59,128.51,,59.5,48.86,,-0.38,-1.81,-5.1,0.22,-7.07,2.74,2.17,0.0,0.0,0.0,2.74,0.03,5.05,0.61,0.06,0.46,0.0,0.0,0.0,0.0,0.1,0.17,13.13,0.7,0.11,0.0,6.22,16.33,0.2,,0.0,,,0.0,0.0,0.0,,0.0,0.0,89.34,100.0,0.0
MK0 0,,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.02,0.0,,,0.0,85.1,97.09,95.18,,,,,50.03,49.0,96.94,,,,,91.51,,,,48.81,43.44,87.66,,,55.21,43.44,86.49,-0.72,-3.18,-5.21,0.68,-8.44,8.68,3.79,0.0,0.0,0.0,8.68,0.08,5.08,1.35,0.14,0.64,0.57,0.0,0.0,0.0,0.15,0.43,16.96,2.02,0.15,0.0,19.74,18.86,0.38,,,,,0.0,0.0,0.0,0.0,0.0,0.0,33.51,100.0,0.0
NL0 0,0.13,0.93,0.0,0.0,0.0,0.0,0.03,0.01,0.0,,1.09,,114.94,85.11,105.63,97.25,,,,,51.76,50.84,99.76,,,,,94.32,39.78,53.64,53.26,67.05,59.33,55.19,55.87,59.19,68.02,60.97,,-0.86,44.38,-13.82,9.71,39.41,21.79,17.18,0.0,4.78,15.65,21.79,1.73,3.97,12.33,0.4,23.87,0.0,0.0,25.14,8.06,3.03,4.65,30.76,4.61,0.0,0.0,49.51,17.31,19.18,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
NL0 1,,0.27,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,115.16,85.32,106.75,97.86,,,,,52.82,52.09,100.65,,,,,95.22,45.3,,,,62.25,51.61,,,71.82,62.25,,1.66,19.32,1.06,4.65,26.69,8.39,4.61,0.0,1.84,3.59,8.39,0.54,0.01,3.72,0.29,2.77,0.0,0.0,0.0,9.81,1.01,1.43,7.96,0.03,0.0,931.44,19.07,0.04,7.69,,,,,100.0,0.0,0.0,,0.0,0.0,37.02,1.61,0.0
NL0 2,,0.41,0.0,0.0,0.0,0.0,0.13,0.0,0.0,,,,115.25,85.42,118.18,108.63,,,,,55.35,54.58,111.0,,,,,105.57,49.43,,,69.09,61.86,65.27,,,70.65,61.86,,44.77,54.03,11.78,19.01,129.59,16.36,0.77,1.02,3.59,5.03,16.36,0.99,0.51,6.4,0.35,9.38,0.0,0.0,0.0,7.61,2.06,2.21,13.83,3.46,0.0,0.0,37.18,1.98,10.35,,,,,100.0,0.0,0.0,,0.0,0.0,50.12,100.0,0.0
NL0 3,0.08,0.61,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.04,,115.08,85.25,102.38,93.83,,,,,51.61,50.79,96.66,,,,,91.23,35.64,,,,62.09,52.8,61.64,63.0,71.44,62.09,,3.35,8.44,-1.5,-0.66,9.64,4.37,3.92,0.0,0.96,4.33,4.37,0.32,0.0,2.76,0.13,1.92,0.0,0.0,0.54,8.4,0.58,0.77,2.8,0.01,0.0,153.85,9.92,0.01,3.77,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,13.16,0.74,0.0
NL0 4,0.24,0.11,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.95,,114.72,84.89,95.04,86.85,,,,,48.84,47.95,89.69,,,,,84.25,30.05,50.63,54.7,,58.79,49.78,51.73,54.7,69.18,59.34,,3.93,7.31,1.53,6.67,19.44,15.07,13.92,0.0,3.3,2.73,15.07,1.42,0.0,7.8,0.25,6.16,0.0,0.0,19.71,3.19,1.25,2.71,15.1,0.02,0.0,0.0,34.24,0.01,12.38,,100.0,37.3,,100.0,0.0,0.0,,0.0,0.0,100.0,0.65,0.0
NL0 5,0.14,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.14,,114.91,85.08,90.46,82.32,,,,,47.7,46.71,85.2,,,,,79.76,31.73,49.63,51.9,,,48.23,51.14,51.9,68.17,62.1,,4.19,-52.4,-19.36,-0.45,-68.03,6.36,23.81,0.0,1.4,4.64,6.36,0.46,0.0,2.96,0.28,2.12,0.0,0.0,23.46,9.16,0.0,1.23,0.04,0.0,0.0,4283.61,14.46,0.01,3.78,,100.0,80.39,,100.0,0.0,0.0,,0.0,0.0,0.18,0.05,0.0
NO3 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115.07,85.24,71.5,62.49,,,,,46.64,46.32,65.14,,,,,59.71,,,,,,57.68,59.25,58.86,58.19,55.96,,1.16,5.15,10.3,0.82,17.44,1.82,0.0,0.0,0.11,0.0,1.82,0.11,0.0,2.22,0.05,0.25,1.64,0.0,0.0,0.0,0.35,0.71,0.0,0.0,0.0,0.0,4.13,0.0,0.39,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,115.72,85.89,72.12,63.87,,,,,48.08,47.61,66.53,,,,,61.09,,,,,,58.46,58.94,59.49,,,,0.37,1.0,-0.35,2.11,3.14,1.22,0.0,0.0,0.07,0.0,1.22,0.02,0.0,1.33,0.1,0.05,2.32,0.0,0.0,0.0,0.03,0.36,0.0,0.0,0.0,0.0,2.77,0.0,0.09,,0.0,0.03,,0.0,0.0,0.0,,0.0,0.0,,,0.0
NO3 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,114.06,84.23,66.02,57.18,,,,,44.82,44.65,59.82,,,,,54.39,,,,,,52.89,53.98,54.02,55.37,54.48,,-2.36,11.45,-12.01,1.1,-1.82,3.28,0.01,0.0,0.2,0.0,3.28,0.12,0.0,3.17,0.06,1.18,9.58,0.0,0.0,0.0,1.07,1.28,0.0,0.0,0.0,0.0,7.44,0.0,0.37,,0.0,0.04,,0.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,114.91,85.08,65.14,56.86,,,,,32.95,33.38,59.51,,,,,54.07,,,,,,53.69,53.82,53.83,54.17,54.15,,1.96,-0.89,-0.68,1.33,1.71,0.68,0.77,0.0,0.04,0.0,0.68,0.0,0.0,1.0,0.06,0.0,3.03,0.0,0.0,0.0,0.02,0.33,0.0,0.0,0.0,0.0,1.56,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.02,0.0
NO3 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,113.56,83.73,65.94,57.11,,,,,42.32,42.19,59.75,,,,,54.32,52.99,,,,,52.99,53.4,53.36,56.62,54.66,,0.55,7.68,-6.0,2.86,5.09,2.14,0.0,0.0,0.13,31.34,2.14,0.13,0.0,1.97,0.02,0.63,4.55,0.0,0.0,1.56,0.66,0.82,0.0,0.0,0.0,0.0,4.86,0.0,0.34,,0.0,0.37,,2.79,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,114.08,84.25,65.79,57.04,,,,,42.81,42.81,59.69,,,,,54.26,52.42,,50.36,,,52.42,52.93,53.45,56.76,54.63,,-3.57,0.41,-29.5,0.29,-32.37,3.07,4.76,0.0,0.18,7.3,3.07,0.22,0.0,3.08,0.0,0.77,8.05,0.0,1.87,13.62,0.84,1.28,0.0,0.0,0.0,0.0,6.97,0.0,0.6,,0.01,100.0,,18.55,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,114.73,84.9,66.1,57.19,,,,,43.91,44.0,59.83,,,,,54.4,,,,,,52.33,52.94,,57.09,54.7,,-6.5,14.74,40.79,1.29,50.33,9.18,2.21,0.0,0.55,0.0,9.18,0.64,0.0,7.32,0.09,1.0,3.85,0.0,0.0,0.0,1.59,4.24,0.0,0.0,0.0,0.0,20.86,0.0,1.39,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
PL0 0,,3.42,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,115.39,85.56,102.51,94.71,,,,,54.34,53.61,97.45,,,,,92.02,57.55,,,,60.64,57.55,,,67.04,60.64,,1.0,-5.7,-18.48,7.73,-15.46,14.41,8.25,0.0,0.02,2.96,14.41,0.17,0.0,4.02,0.98,1.58,0.0,0.0,0.0,25.15,0.41,3.0,17.38,0.0,0.0,0.0,32.75,0.0,3.34,,,,,45.54,0.0,0.0,,0.0,0.0,13.89,0.01,0.0
PL0 1,0.0,4.22,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.0,,114.37,84.53,87.8,80.37,,,,,49.24,48.65,83.11,,,,,77.68,43.0,,,,60.28,45.78,55.81,59.25,65.27,60.28,,0.86,-41.98,-15.35,-1.06,-57.53,9.93,22.46,0.0,0.01,0.9,9.93,0.26,0.0,2.92,0.49,1.78,0.88,0.0,0.0,35.63,0.44,1.78,9.86,0.0,0.0,1954.26,22.56,0.0,3.33,,0.0,0.0,,100.0,0.0,0.0,,0.0,0.0,17.5,0.01,0.0
PL0 2,,0.32,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,,,115.42,85.59,106.94,99.2,,,,,55.1,54.5,101.85,,,,,96.42,58.04,,,,61.19,58.03,,,68.49,61.19,93.66,-6.8,19.52,26.87,7.74,47.34,28.76,0.0,0.0,0.03,6.91,28.76,0.82,0.0,7.89,1.19,4.53,0.01,0.0,0.0,4.82,1.58,3.81,11.5,0.0,0.0,0.0,65.37,0.0,8.46,,,,,7.58,0.0,0.0,0.0,0.0,0.0,7.45,0.01,0.0
PL0 3,0.0,1.36,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.33,,115.17,85.34,103.55,95.91,,,,,53.65,52.99,98.59,,,,,93.15,53.48,,59.97,,61.0,53.48,68.95,71.34,68.06,61.0,,2.09,-7.25,-10.65,-3.46,-19.26,8.71,5.88,0.0,0.01,3.63,8.71,0.1,0.0,2.52,0.62,1.04,0.08,0.0,1.54,15.03,0.21,1.24,8.02,0.0,0.0,1452.11,19.79,0.0,2.53,,0.05,100.0,,49.29,0.0,0.0,,0.0,0.0,17.85,0.03,0.0
PL0 4,,7.67,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,,115.08,85.25,102.63,95.14,,,,,54.14,53.47,97.9,,,,,92.47,56.76,,,,61.8,56.76,,,67.46,61.8,91.54,-6.57,-9.21,-3.73,5.95,-13.57,24.47,13.85,0.0,0.03,12.68,24.47,0.51,0.0,7.75,1.26,4.22,0.2,0.0,0.0,35.67,1.25,4.15,16.93,0.0,0.0,0.0,55.62,0.0,14.65,,,,,43.22,0.0,0.0,0.0,0.0,0.0,10.7,0.01,0.0
PL0 5,,1.93,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,,,115.85,86.02,106.41,99.04,,,,,55.58,54.93,101.63,,,,,96.2,57.98,,,,60.58,57.98,,,68.68,60.58,,-15.41,16.61,-3.52,11.67,9.36,39.58,9.78,0.0,0.04,4.83,39.58,1.54,0.0,12.89,0.76,8.22,0.66,0.0,0.0,32.47,3.01,5.73,42.65,0.0,0.0,0.0,89.95,0.0,14.72,,,,,70.54,0.0,0.0,,0.0,0.0,36.58,0.01,0.0
PL0 6,,1.44,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,115.31,85.47,103.0,95.12,,,,,54.63,53.85,97.86,,,,,92.43,60.73,,,,62.79,60.73,,,68.37,62.79,,-8.73,16.69,23.67,7.56,39.2,26.85,0.0,0.0,0.03,7.61,26.85,0.83,0.0,7.35,0.94,5.83,0.02,0.0,0.0,6.25,1.71,4.56,1.47,0.0,0.0,0.0,61.01,0.0,12.32,,,,,8.55,0.0,0.0,,0.0,0.0,1.02,0.01,0.0
PL0 7,,1.77,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,,,115.7,85.87,107.5,100.43,,,,,55.69,54.84,102.97,,,,,97.54,63.99,,,,59.47,63.99,,,67.62,59.47,95.15,-4.79,6.15,-8.23,6.17,-0.7,16.77,3.51,0.0,0.02,3.69,16.77,0.54,0.0,4.77,0.48,3.26,0.26,0.0,0.0,16.8,1.1,2.93,12.24,0.0,0.0,0.0,38.11,0.01,6.44,,,,,51.27,0.0,0.0,0.0,0.0,0.0,16.13,0.02,0.0
PT0 0,0.0,0.63,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.01,,,112.53,82.7,75.41,70.74,,,,,36.64,35.29,72.57,,,,,67.13,61.36,,,43.18,38.26,61.36,60.69,,51.68,38.26,58.86,-0.93,-2.18,-17.31,-1.67,-22.08,18.25,5.3,0.0,0.3,1.79,18.25,0.32,0.01,4.44,0.16,2.11,0.53,0.0,0.0,17.47,0.46,1.07,23.84,3.62,1.27,208.74,41.49,0.02,3.78,,0.01,,,32.08,0.0,0.0,0.0,0.0,0.0,46.66,100.0,0.0
PT0 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,112.91,83.08,76.5,71.35,,,,,39.18,37.99,73.3,,,,,67.87,,,,45.32,,59.2,60.54,,52.41,43.67,59.42,1.43,15.05,23.61,-0.7,39.39,22.41,0.0,0.0,0.36,0.92,22.41,0.39,0.0,4.88,0.16,1.67,5.72,0.0,0.0,0.0,1.12,0.95,0.01,4.44,0.16,871.14,50.93,0.01,2.21,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,100.0,0.0
PT0 2,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,,,,112.08,82.25,74.95,70.57,,,,,26.37,25.96,72.29,,,,,66.86,,,,,37.17,66.48,67.42,,50.41,37.17,,6.79,-9.18,1.14,-0.29,-1.54,3.4,6.81,0.0,0.06,0.9,3.4,0.0,0.02,1.0,0.08,0.15,0.51,0.21,0.0,0.0,0.02,0.31,16.72,0.67,0.01,186.37,7.72,0.05,0.04,,0.0,,,0.0,0.0,0.0,,0.0,0.0,50.5,100.0,0.0
RO0 0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,,,116.3,86.47,107.21,102.79,,,,,55.19,54.08,104.76,,,,,99.33,,,,55.93,,102.29,,,55.93,61.52,80.59,2.89,2.2,19.04,2.59,26.73,13.89,1.25,0.0,0.02,0.35,13.89,0.25,0.02,5.05,1.26,1.5,3.78,0.0,0.0,0.0,0.17,2.93,0.01,4.98,0.0,0.0,31.56,0.08,2.73,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58,0.0
RO0 1,,0.04,0.0,0.0,0.0,0.0,0.41,0.02,0.0,0.01,,,116.23,86.4,108.13,103.34,,,,,54.73,53.8,105.3,,,,,99.86,99.74,,,52.46,47.23,99.74,,,53.07,47.23,81.04,2.5,4.25,-5.14,5.4,7.02,14.69,0.2,0.0,0.02,0.08,14.69,0.65,3.92,4.47,0.44,4.25,1.76,0.0,0.0,1.48,0.04,2.64,21.27,7.07,1.92,0.0,33.38,17.12,8.02,,,,,1.77,0.0,0.0,0.0,0.0,0.0,11.19,100.0,0.0
RO0 2,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,,115.95,86.11,101.07,96.4,,,,,53.72,52.64,98.47,,,,,93.04,,78.07,77.03,,,82.64,80.14,80.78,63.6,59.04,76.19,2.04,2.85,-1.15,5.56,9.3,11.96,2.52,0.0,0.02,0.02,11.96,0.47,0.01,4.92,0.63,2.38,0.63,0.0,12.28,0.0,0.47,3.13,0.0,0.0,0.0,0.0,27.17,0.03,4.9,,100.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
RS0 0,,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.0,,,,115.49,85.66,105.24,102.47,,,,,53.08,51.87,104.32,,,,,98.89,,,,53.14,47.97,107.29,,,55.64,47.97,,-0.88,5.38,12.13,1.02,17.64,15.58,0.17,0.0,0.01,1.8,15.58,0.18,0.72,3.95,0.58,1.8,0.0,0.0,0.0,0.0,0.51,1.29,10.12,3.66,0.0,0.0,35.42,3.11,1.32,,,,,0.0,0.0,0.0,,0.0,0.0,12.81,100.0,0.0
RS0 1,,0.24,0.0,0.0,0.0,0.0,0.1,0.02,0.0,,,,115.94,86.11,107.03,103.01,,,,,52.68,51.47,104.92,,,,,99.49,100.8,,,54.75,50.78,100.8,,,55.52,50.78,,-0.51,4.47,4.88,1.82,10.65,14.77,0.28,0.0,0.01,0.92,14.77,0.34,0.01,3.38,0.24,1.85,0.0,0.0,0.0,12.44,0.42,1.01,1.88,3.47,0.0,0.0,33.56,0.05,3.21,,,,,13.38,0.0,0.0,,0.0,0.0,1.37,100.0,0.0
SE3 0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,116.2,86.37,84.86,75.39,,,,,51.3,50.22,77.99,,,,,72.56,53.75,,,,58.02,53.75,59.21,59.41,64.77,58.02,70.96,0.58,11.24,35.15,5.04,52.02,18.04,0.0,0.0,0.85,0.0,18.04,2.05,0.0,11.2,0.15,6.33,0.81,0.0,0.0,13.76,0.0,4.39,7.47,0.0,0.0,0.0,41.0,0.0,13.07,,0.0,0.0,,6.78,0.0,0.0,0.0,0.0,0.0,9.17,0.02,0.0
SE3 1,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,116.43,86.59,75.65,67.24,,,,,36.15,36.12,69.91,,,,,64.47,58.15,,,,,58.15,58.71,57.98,58.86,56.49,63.78,5.35,0.3,-12.57,0.04,-6.88,0.94,0.07,0.0,0.04,0.0,0.94,0.01,0.0,0.93,0.1,0.3,2.38,0.0,0.0,5.7,0.0,0.28,0.0,0.0,0.0,0.0,2.14,0.0,0.06,,0.0,0.02,,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
