,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,lcoe,lcoe,lcoe,lcoe,lcoe,market_value,market_value,market_value,market_value,market_value,market_value,io,io,io,io,io,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,storage,storage,storage,storage,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used
,offwind-ac,onwind,residential rural solar thermal,residential urban decentral solar thermal,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal,ror,offwind-dc,CO2 sequestration,H2 liquid,H2 storage,Li ion,battery storage,biogas,co2,fossil gas,gas for industry,heat,hot water storage,low voltage,oil,process emissions,solid biomass,solid biomass for industry,transmission lines,onwind,offwind-ac,offwind-dc,solar rooftop,solar,onwind,offwind-ac,offwind-dc,solar rooftop,solar,ror,oil,hydrogen,electricity,gas,total,BEV charger,H2 Electrolysis,H2 Fuel Cell,H2 liquefaction,V2G,air heat pump,battery storage,electricity distribution grid,ground heat pump,hot water storage,hydroelectricity,methanation,offshore wind,onshore wind,power-to-liquid,resistive heater,solar PV,solar rooftop,solar thermal,H2 storage,Li ion,battery storage,hot water storage,gas,offwind-ac,offwind-dc,oil,onwind,residential rural solar thermal,residential urban decentral solar thermal,ror,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal
IT0 16,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.04,0.01,0.04,0.0,,144.76,114.93,122.57,113.55,,,,,59.0,57.85,115.36,,,,,109.93,,,,53.71,51.55,153.8,151.73,150.62,67.01,52.21,93.9,2.24,0.0,0.87,0.82,3.92,17.23,4.77,0.0,0.19,17.23,0.35,14.14,4.83,0.41,2.75,1.11,1.73,0.0,0.0,0.0,1.46,37.02,2.69,1.48,8.79,39.16,41.14,4.54,,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 2,0.0,0.05,0.0,0.0,0.0,0.0,4.67,0.04,0.03,0.01,0.0,,145.77,115.94,126.02,115.94,,,,,54.19,52.98,117.82,,,,,112.39,137.28,,,53.17,53.07,137.28,150.81,147.1,65.25,54.56,100.28,4.7,0.0,-5.47,-2.93,-3.7,11.8,3.46,0.0,0.13,11.8,0.3,13.62,3.43,0.25,3.43,0.03,1.29,0.0,2.2,0.0,0.94,34.26,1.84,1.7,6.06,26.83,39.64,3.1,,0.0,0.0,,11.46,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 3,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.04,0.0,0.03,,,134.14,104.31,93.03,89.89,,,,,43.1,41.84,91.62,,,,,86.19,,,,46.23,41.79,109.21,113.54,,51.43,41.79,74.99,3.18,0.0,-2.86,-2.74,-2.42,11.59,5.51,0.0,0.12,11.59,0.15,5.35,3.15,0.63,0.84,0.83,1.18,0.0,0.0,0.42,2.54,22.55,1.81,0.0,16.61,26.33,16.41,0.34,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,65.74,100.0,0.0
IT0 4,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.04,0.86,0.04,0.0,,138.21,108.38,102.35,97.08,,,,,48.56,47.63,98.83,,,,,93.4,,,,48.27,45.55,112.8,116.33,117.22,59.64,46.46,79.14,-0.67,0.0,5.49,5.28,10.1,28.07,7.15,0.0,0.3,28.07,1.24,7.37,5.68,0.3,4.67,0.67,1.15,0.0,0.0,0.72,2.91,33.55,4.38,5.94,20.08,63.8,21.45,7.46,,0.0,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 5,,0.0,0.0,0.0,0.0,0.0,0.74,0.03,0.3,0.04,,,149.22,119.39,125.41,115.94,,,,,64.07,62.83,117.8,,,,,112.37,,,,55.18,49.69,141.82,,,72.11,55.27,95.37,3.5,0.0,-13.42,2.12,-7.8,18.65,2.1,0.0,0.2,18.65,0.23,7.31,4.55,0.36,4.14,5.9,0.19,0.0,0.0,0.0,1.53,29.03,2.91,7.06,6.2,42.39,21.26,10.08,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 6,0.0,0.69,0.0,0.0,0.0,0.0,0.24,0.04,0.0,,,,137.79,107.95,102.76,97.21,,,,,48.0,47.09,98.98,,,,,93.54,104.79,,,49.95,43.76,104.79,115.32,,59.55,43.76,,3.84,0.0,-13.72,-1.72,-11.6,6.98,2.32,0.0,0.08,6.98,0.05,5.84,1.85,0.42,0.57,0.08,0.71,0.0,17.15,0.11,1.05,10.22,1.09,0.03,5.17,15.87,16.98,0.11,,0.01,,,87.38,0.0,0.0,,0.0,0.0,37.19,100.0,0.0
IT0 7,0.0,0.14,0.0,0.0,0.0,0.0,1.23,0.04,0.11,,0.0,,129.97,100.13,89.26,85.93,,,,,40.32,39.24,87.66,,,,,82.23,94.06,,,43.07,38.54,94.06,97.72,95.03,53.78,40.91,,0.35,0.0,-7.82,-2.12,-9.59,14.63,9.91,0.0,0.16,14.63,0.93,12.55,4.19,0.21,2.76,0.56,2.11,0.0,2.38,1.3,2.33,41.37,2.28,0.29,25.45,33.26,40.19,3.41,,0.0,0.13,,10.4,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
IT0 8,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.04,0.28,0.02,0.01,,141.04,111.21,112.82,105.47,,,,,51.59,50.47,107.3,,,,,101.87,,,,50.4,48.31,135.52,141.54,136.13,62.05,49.67,88.95,4.34,0.0,-0.42,1.65,5.58,23.29,8.18,0.0,0.25,23.29,0.65,14.99,6.53,0.47,2.86,0.59,2.29,0.21,0.0,0.33,2.07,51.82,3.63,3.68,20.73,52.93,43.61,4.88,,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 9,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.04,0.29,0.03,0.0,,138.41,108.58,101.79,96.91,,,,,48.28,47.17,98.66,,,,,93.23,,,,47.95,42.67,115.03,125.76,116.27,57.4,42.67,80.37,3.13,0.0,4.84,5.67,13.64,31.0,5.24,0.0,0.33,31.0,1.44,6.58,6.62,0.31,5.72,1.36,0.82,0.0,0.0,0.35,3.39,33.92,4.84,5.81,14.19,70.45,19.16,10.23,,0.0,5.14,,0.0,0.0,0.0,0.0,0.0,0.0,85.3,100.0,0.0
IT1 0,0.0,0.42,0.0,0.0,0.0,0.0,0.09,0.02,0.0,0.01,,,127.25,97.42,86.85,84.36,,,,,27.21,26.64,86.09,,,,,80.66,68.35,,,46.49,40.76,68.35,79.9,,51.29,40.76,72.33,-0.09,0.0,-3.77,-3.73,-7.59,9.6,5.54,0.0,0.1,9.6,0.0,6.68,3.69,0.64,0.73,0.5,1.79,0.0,6.69,0.53,1.95,22.38,1.5,0.0,10.71,21.82,19.44,1.04,,0.0,,,14.49,0.0,0.0,0.0,0.0,0.0,53.62,100.0,0.0
LT6 0,0.0,0.74,0.0,0.0,0.0,0.0,0.05,0.01,0.0,,0.16,,145.54,115.7,105.11,96.24,,,,,57.58,56.78,99.03,,,,,93.59,57.12,,60.19,,60.87,57.12,70.47,63.84,69.34,60.87,,0.94,0.0,7.62,3.94,12.5,11.27,2.46,0.0,0.16,11.27,0.63,0.0,3.74,0.36,3.52,1.0,0.49,1.55,5.93,0.0,2.14,9.14,0.71,0.0,4.61,25.61,0.0,7.88,,0.01,100.0,,4.64,0.0,0.0,,0.0,0.0,5.17,25.24,0.0
LU0 0,,0.49,0.0,0.0,0.0,0.0,0.35,0.01,0.0,0.01,,,0.0,122.0,135.44,123.54,,,,,62.4,61.6,125.42,,,,,119.99,60.62,,,,64.64,91.43,,,73.9,64.63,124.62,4.75,0.0,0.94,2.76,8.45,3.23,0.44,0.0,0.0,3.23,0.21,1.57,1.74,0.03,1.69,1.32,0.19,0.0,3.2,0.0,0.51,6.42,0.59,0.0,1.0,7.34,6.07,3.9,,,,,100.0,0.0,0.0,0.0,0.0,0.0,85.84,100.0,0.0
LV6 0,0.0,1.1,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.02,0.0,,139.89,110.06,100.77,92.66,,,,,56.65,55.89,95.56,,,,,90.12,51.55,,,68.3,59.99,51.55,65.43,67.16,68.3,59.99,101.71,0.19,0.0,-7.42,-1.03,-8.26,5.73,4.49,0.0,0.23,5.73,0.49,0.0,3.14,0.36,3.4,1.51,2.09,0.0,11.82,0.5,2.5,11.85,1.1,0.0,8.9,13.01,0.0,11.51,,0.0,0.01,,7.95,0.0,0.0,0.0,0.0,0.0,9.87,60.57,0.0
ME0 0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.03,0.02,,,,141.06,111.22,109.24,105.05,,,,,55.05,53.93,106.83,,,,,101.4,,,,,53.01,126.66,138.43,,60.21,53.01,,0.06,0.0,-4.85,-0.1,-4.89,2.74,0.56,0.0,0.0,2.74,0.04,4.97,0.61,0.06,0.46,0.0,0.22,0.0,0.0,0.03,0.17,10.91,0.7,0.19,0.98,6.22,16.73,0.36,,0.0,,,0.0,0.0,0.0,,0.0,0.0,74.25,100.0,0.0
MK0 0,,0.0,0.0,0.0,0.0,0.0,1.29,0.03,0.05,0.0,,,0.0,110.09,100.55,98.61,,,,,51.94,51.18,100.37,,,,,94.93,,,,49.16,46.56,91.13,,,54.91,46.56,89.74,0.06,0.0,-6.24,0.32,-5.86,8.68,1.02,0.0,0.0,8.68,0.1,5.26,1.35,0.14,0.99,0.57,0.38,0.0,0.0,0.01,0.41,14.47,2.02,0.47,1.73,19.74,18.55,0.86,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.6,100.0,0.0
NL0 0,0.2,1.3,0.0,0.0,0.0,0.0,0.05,0.01,0.0,,1.86,,155.17,125.34,115.78,107.46,,,,,55.76,54.69,109.73,,,,,104.29,40.44,53.83,53.79,67.12,59.37,61.85,62.85,67.45,79.82,72.04,,16.63,0.0,-7.57,38.79,47.84,21.79,14.96,0.0,4.78,21.79,2.09,2.1,12.84,0.41,10.37,0.0,3.05,25.14,8.06,0.0,4.88,30.76,4.61,0.0,40.83,49.51,9.17,37.71,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
NL0 1,,0.17,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,132.96,103.13,114.25,105.83,,,,,56.02,55.16,108.17,,,,,102.74,45.1,,,70.1,62.09,63.89,,,73.33,63.02,,7.51,0.0,5.79,4.62,17.93,8.39,9.41,0.0,1.84,8.39,0.69,2.38,3.59,0.3,3.12,0.0,0.0,0.0,9.81,0.0,1.37,21.5,1.78,0.0,924.25,19.07,8.43,6.82,,,,,100.0,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
NL0 2,,0.19,0.0,0.0,0.0,0.0,0.11,0.0,0.0,,,,170.64,140.81,136.94,126.47,,,,,62.36,61.54,128.35,,,,,122.92,48.79,,,69.06,61.42,87.62,,,87.43,74.71,,56.67,0.0,24.48,48.91,130.06,16.36,6.22,0.0,3.59,16.36,1.29,3.09,6.62,0.35,4.95,0.0,0.0,0.0,7.61,0.0,2.07,27.58,3.46,0.0,2.4,37.18,9.0,10.55,,,,,100.0,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
NL0 3,0.04,0.54,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.02,,128.58,98.75,108.24,100.08,,,,,54.16,53.23,102.66,,,,,97.23,35.53,,,,61.83,61.56,68.28,68.91,70.97,61.83,,6.8,0.0,-2.87,-0.55,3.38,4.37,4.6,0.0,0.96,4.37,0.38,0.01,2.75,0.13,1.91,0.0,0.0,0.54,8.4,0.0,0.79,10.51,0.92,0.0,360.5,9.92,0.05,3.81,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,49.32,100.0,0.0
NL0 4,0.33,0.15,0.0,0.0,0.0,0.0,0.05,0.01,0.0,,1.51,,144.15,114.32,100.91,92.41,,,,,50.82,49.96,95.33,,,,,89.9,30.15,50.9,55.09,66.46,58.87,49.22,51.56,55.09,73.74,67.63,,11.25,0.0,-3.42,9.4,17.23,15.07,13.34,0.0,3.3,15.07,1.48,0.0,8.19,0.25,7.53,0.0,4.26,20.68,3.19,0.0,3.29,15.1,3.19,0.0,52.78,34.24,0.01,26.23,,100.0,39.66,,100.0,0.0,0.0,,0.0,0.0,100.0,100.0,0.0
NL0 5,0.14,0.85,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.18,,116.19,86.36,92.75,84.83,,,,,43.18,42.36,87.74,,,,,82.31,31.73,49.6,51.95,,59.66,48.34,51.01,51.95,70.49,59.66,,-20.64,0.0,-22.6,-4.22,-47.45,6.36,18.93,0.0,1.4,6.36,0.18,0.0,2.59,0.27,5.46,0.0,1.45,17.33,9.16,4.31,0.92,10.51,0.0,0.0,1474.33,14.46,0.01,1.15,,100.0,58.07,,100.0,0.0,0.0,,0.0,0.0,47.28,0.1,0.0
NO3 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,134.42,104.59,78.39,68.73,,,,,49.68,49.49,71.38,,,,,65.94,,,64.29,,,63.71,65.42,64.29,66.17,63.23,,3.18,0.0,10.12,0.85,14.15,1.82,0.39,0.0,0.11,1.82,0.16,0.0,2.23,0.05,0.66,1.64,0.0,1.12,0.0,0.0,0.7,0.0,0.0,0.0,0.24,4.13,0.0,0.51,,0.0,49.75,,0.0,0.0,0.0,,0.0,0.0,0.0,0.02,0.0
NO3 1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,135.82,105.99,78.69,69.67,,,,,50.5,50.09,72.33,,,,,66.9,,,,,,64.51,64.66,65.65,,,,0.51,0.0,0.84,2.11,3.47,1.22,0.14,0.0,0.07,1.22,0.02,0.0,1.33,0.11,0.31,2.32,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.14,2.77,0.0,0.09,,0.0,0.12,,0.0,0.0,0.0,,0.0,0.0,,,0.0
NO3 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,127.5,97.67,73.54,64.02,,,,,49.16,49.26,66.68,,,,,61.24,,,,,,57.86,60.54,60.85,63.9,62.51,,3.78,0.0,-7.24,1.16,-2.29,3.28,0.46,0.0,0.2,3.28,0.27,0.0,3.26,0.06,0.61,9.58,0.0,0.0,0.0,0.01,1.24,0.0,0.0,0.0,0.35,7.44,0.0,0.46,,0.0,0.06,,0.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,127.07,97.24,72.65,63.73,,,,,35.21,35.58,66.38,,,,,60.95,,,,,,59.63,60.45,61.12,61.84,61.77,,2.07,0.0,-2.23,1.33,1.16,0.68,0.21,0.0,0.04,0.68,0.0,0.0,1.0,0.06,0.17,3.03,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.08,1.56,0.0,0.01,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.02,0.0
NO3 4,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,125.02,95.19,71.58,62.34,,,,,45.38,45.53,64.99,,,,,59.55,54.3,,,,,54.3,58.23,58.53,64.38,62.46,,4.31,0.0,-18.1,2.88,-10.91,2.14,0.4,0.0,0.13,2.14,0.21,0.0,2.04,0.02,0.98,4.55,0.0,0.0,9.55,0.01,0.8,0.0,0.0,0.0,0.21,4.86,0.0,0.97,,0.0,0.7,,17.06,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 5,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,,125.29,95.45,71.7,62.52,,,,,45.74,45.89,65.17,,,,,59.73,52.45,,50.43,,,52.45,58.15,57.96,64.7,62.29,,1.21,0.0,-33.18,0.33,-31.64,3.07,0.44,0.0,0.18,3.07,0.33,0.0,3.17,0.0,0.84,8.05,0.0,1.87,11.19,0.01,1.25,0.0,0.0,0.0,0.31,6.97,0.0,0.98,,0.01,100.0,,15.24,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
NO3 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,127.06,97.23,73.3,63.73,,,,,47.1,47.29,66.37,,,,,60.94,,,,,,56.72,58.29,,65.37,62.37,,2.46,0.0,44.57,1.41,48.44,9.18,1.1,0.0,0.55,9.18,0.89,0.0,7.4,0.09,1.83,3.85,0.0,0.0,0.0,0.04,4.08,0.0,0.0,0.0,0.99,20.86,0.0,2.07,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
PL0 0,,3.66,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,,,141.52,111.69,106.92,99.17,,,,,56.97,56.32,102.0,,,,,96.56,58.84,,,,60.72,58.84,,,69.84,60.72,,2.97,0.0,-16.62,7.07,-6.58,14.41,4.11,0.0,0.02,14.41,0.22,0.0,4.11,0.98,2.14,0.0,1.92,0.0,20.62,0.11,3.04,16.14,0.0,0.0,8.28,32.75,0.0,6.41,,,,,37.34,0.0,0.0,,0.0,0.0,12.9,0.01,0.0
PL0 1,0.0,3.48,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.0,,114.62,84.78,88.95,81.4,,,,,43.16,42.58,84.13,,,,,78.75,42.66,,,,60.21,44.1,52.88,57.49,66.47,60.21,,-32.0,0.0,-8.88,-6.87,-47.74,9.93,24.52,0.0,0.01,9.93,0.13,0.0,2.5,0.47,5.12,0.88,3.37,0.0,35.63,5.9,1.33,20.56,0.0,0.0,1263.8,22.56,0.0,0.9,,0.0,0.0,,100.0,0.0,0.0,,0.0,0.0,36.47,0.01,0.0
PL0 2,,0.82,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,,145.44,115.61,110.07,102.5,,,,,57.59,57.09,105.27,,,,,99.84,58.38,,,,61.19,58.38,,,70.59,61.19,97.2,2.39,0.0,19.77,11.89,34.06,28.76,2.17,0.0,0.03,28.76,1.15,0.0,8.66,1.2,5.9,0.01,0.64,0.0,10.52,0.0,4.32,20.53,0.0,0.0,6.35,65.37,0.01,16.68,,,,,16.56,0.0,0.0,0.0,0.0,0.0,13.3,0.01,0.0
PL0 3,0.0,1.15,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.28,,115.52,85.69,105.14,97.8,,,,,48.29,47.92,100.62,,,,,95.19,52.88,,59.41,,60.95,52.88,70.1,70.67,69.55,60.95,,-6.04,0.0,-11.37,-5.43,-22.84,8.71,10.13,0.0,0.01,8.71,0.06,0.0,2.43,0.62,2.62,0.08,0.78,1.54,17.1,1.59,1.02,13.26,0.0,0.0,634.18,19.79,0.01,0.44,,0.04,100.0,,56.08,0.0,0.0,,0.0,0.0,29.49,0.03,0.0
PL0 4,,8.45,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,,,140.95,111.12,107.09,99.52,,,,,56.84,56.23,102.46,,,,,97.03,58.9,,,,61.88,58.9,,,70.13,61.88,96.85,-2.05,0.0,-4.11,2.64,-3.53,24.47,8.08,0.0,0.03,24.47,0.61,0.0,7.89,1.26,4.87,0.2,3.68,0.0,29.64,0.72,4.2,17.16,0.0,0.0,17.16,55.62,0.01,20.14,,,,,35.92,0.0,0.0,0.0,0.0,0.0,10.85,0.01,0.0
PL0 5,,4.66,0.0,0.0,0.0,0.0,0.08,0.0,0.0,,,,142.96,113.13,109.83,102.43,,,,,57.87,57.28,105.28,,,,,99.84,60.76,,,,60.67,60.76,,,70.52,60.67,,1.94,0.0,-2.67,17.05,16.32,39.58,5.01,0.0,0.04,39.58,2.08,0.0,14.27,0.76,11.83,0.66,2.14,0.0,31.98,0.0,6.48,39.0,0.0,0.0,12.8,89.95,0.01,32.64,,,,,69.48,0.0,0.0,,0.0,0.0,33.46,0.01,0.0
PL0 6,,2.15,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,,,141.51,111.68,107.41,99.48,,,,,57.44,56.82,102.31,,,,,96.88,62.24,,,,62.71,62.24,,,70.42,62.71,,1.16,0.0,24.8,10.13,36.1,26.85,1.06,0.0,0.03,26.85,1.12,0.0,7.85,0.94,7.26,0.02,0.37,0.0,7.84,0.02,4.77,3.92,0.0,0.0,3.5,61.01,0.0,22.76,,,,,10.72,0.0,0.0,,0.0,0.0,2.72,0.01,0.0
PL0 7,,2.71,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,,,142.76,112.93,110.53,103.56,,,,,57.97,57.24,106.26,,,,,100.82,65.85,,,,59.7,65.85,,,69.76,59.7,98.92,1.56,0.0,-8.08,7.02,0.5,16.77,2.05,0.0,0.02,16.77,0.75,0.0,5.28,0.48,4.78,0.26,1.02,0.0,17.65,0.0,3.16,10.26,0.0,0.0,3.91,38.11,0.01,11.57,,,,,53.86,0.0,0.0,0.0,0.0,0.0,13.53,0.02,0.0
PT0 0,0.0,1.7,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.01,,,117.3,87.47,77.05,72.08,,,,,34.6,33.76,73.97,,,,,68.53,62.15,,,43.21,38.27,62.15,61.83,,52.59,38.27,62.09,-15.17,0.0,-32.72,-2.04,-49.93,18.25,15.78,0.0,0.3,18.25,0.14,0.0,4.27,0.16,3.4,0.53,0.1,0.0,28.83,2.83,1.06,41.43,3.62,0.0,438.72,41.49,0.01,0.67,,0.01,,,52.93,0.0,0.0,0.0,0.0,0.0,81.07,100.0,0.0
PT0 1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.01,0.01,,,121.08,91.25,79.15,73.32,,,,,39.74,38.89,75.37,,,,,69.94,,,,45.33,40.36,63.34,63.84,,53.07,40.36,63.13,2.58,0.0,33.48,-0.68,35.38,22.41,4.85,0.0,0.36,22.41,0.41,0.0,4.83,0.16,2.01,5.72,0.0,0.0,0.0,0.92,0.94,8.16,4.44,0.52,135.73,50.93,0.01,2.94,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.66,100.0,0.0
PT0 2,0.0,0.03,0.0,0.0,0.0,0.0,0.46,0.01,0.0,,,,115.29,85.46,76.97,72.54,,,,,22.88,22.94,74.22,,,,,68.79,68.23,,,,37.03,68.23,68.65,,50.65,37.03,,-4.22,0.0,-1.04,-2.79,-8.06,3.4,13.06,0.0,0.06,3.4,0.0,0.31,1.0,0.08,0.21,0.51,1.01,0.0,1.21,1.91,0.31,28.44,0.67,0.0,151.15,7.72,0.89,0.0,,0.0,,,2.91,0.0,0.0,,0.0,0.0,85.89,100.0,0.0
RO0 0,,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.0,0.02,,,147.19,117.36,109.81,105.12,,,,,56.82,55.87,107.12,,,,,101.69,,,,55.97,50.55,106.18,,,55.97,50.55,82.72,3.82,0.0,15.82,4.26,23.9,13.89,1.18,0.0,0.02,13.89,0.29,0.02,5.12,1.27,1.57,3.78,0.04,0.0,0.0,0.0,3.05,4.35,4.53,0.0,3.67,31.56,0.1,2.83,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.83,67.72,0.0
RO0 1,,0.23,0.0,0.0,0.0,0.0,0.49,0.03,0.01,0.02,,,147.14,117.31,110.71,105.73,,,,,56.32,55.49,107.71,,,,,102.27,100.76,,,52.54,47.37,100.76,,,52.71,47.37,83.77,2.7,0.0,-5.87,8.58,5.41,14.69,1.94,0.0,0.02,14.69,0.78,3.51,4.58,0.45,3.94,1.76,0.05,0.0,6.29,0.0,2.92,21.64,7.07,1.06,6.5,33.38,15.29,8.21,,,,,7.47,0.0,0.0,0.0,0.0,0.0,11.39,99.99,0.0
RO0 2,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.46,,142.88,113.05,102.93,98.14,,,,,54.91,54.08,100.17,,,,,94.74,,79.17,78.45,,,86.8,81.19,82.41,68.93,62.2,78.38,4.7,0.0,0.7,6.78,12.18,11.96,2.26,0.0,0.02,11.96,0.64,0.01,5.12,0.64,3.22,0.63,0.85,12.28,0.0,0.0,3.53,0.0,0.0,0.0,5.09,27.17,0.04,7.91,,100.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
RS0 0,,0.0,0.0,0.0,0.0,0.0,0.41,0.02,0.0,,,,145.56,115.73,108.68,105.52,,,,,55.18,54.33,107.37,,,,,101.93,,,,53.26,48.51,113.22,,,55.57,48.51,,1.92,0.0,12.51,2.15,16.58,15.58,0.74,0.0,0.01,15.58,0.24,1.0,3.95,0.58,1.29,0.0,0.03,0.0,0.0,0.0,1.35,11.63,3.66,0.07,2.34,35.42,4.36,2.35,,,,,0.0,0.0,0.0,,0.0,0.0,14.71,100.0,0.0
RS0 1,,0.34,0.0,0.0,0.0,0.0,0.13,0.03,0.0,,,,145.54,115.71,109.63,105.31,,,,,54.22,53.32,107.16,,,,,101.73,101.23,,,54.82,49.87,101.23,,,55.46,49.87,,1.83,0.0,3.08,2.97,7.89,14.77,0.73,0.0,0.01,14.77,0.43,0.37,3.49,0.25,1.64,0.0,0.05,0.0,14.16,0.0,1.13,3.74,3.47,0.0,2.21,33.56,1.62,3.74,,,,,15.23,0.0,0.0,,0.0,0.0,2.72,100.0,0.0
SE3 0,0.0,0.81,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,,140.45,110.62,88.61,79.03,,,,,52.66,51.75,81.69,,,,,76.25,54.69,,,,58.05,54.69,62.39,60.82,67.59,58.05,76.12,0.59,0.0,31.88,6.67,39.14,18.04,2.11,0.0,0.85,18.04,2.13,0.0,11.36,0.16,8.04,0.81,0.08,0.41,15.95,0.0,4.55,22.47,0.01,0.0,3.42,41.0,0.0,20.67,,0.0,3.01,,7.86,0.0,0.0,0.0,0.0,0.0,27.56,0.21,0.0
SE3 1,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,134.05,104.22,78.59,69.92,,,,,36.78,36.9,72.57,,,,,67.14,58.86,,,,,58.86,61.3,62.66,62.93,59.84,67.04,5.25,0.0,-21.19,0.03,-15.91,0.94,0.15,0.0,0.04,0.94,0.0,0.0,0.93,0.1,0.25,2.38,0.0,0.0,10.77,0.02,0.29,0.0,0.0,0.0,0.86,2.14,0.0,0.13,,0.0,0.04,,10.62,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0
SE3 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.32,,134.77,104.94,79.52,70.85,,,,,51.52,50.78,73.49,,,,,68.06,,,59.0,,,61.73,63.09,60.23,64.96,60.33,67.84,-0.3,0.0,-9.25,0.07,-9.47,2.01,0.37,0.0,0.09,2.01,0.05,0.0,1.47,0.15,0.88,3.85,0.0,1.3,0.0,0.09,0.62,0.0,0.0,0.0,1.84,4.57,0.0,1.52,,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0
SE3 3,0.0,3.14,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,0.0,,136.8,106.97,86.35,76.83,,,,,50.49,49.83,79.57,,,,,74.13,46.8,,,,57.63,46.8,57.53,61.37,67.69,57.63,,6.64,0.0,-9.64,2.99,-0.01,9.03,3.3,0.0,0.42,9.03,1.03,0.0,5.88,0.03,5.08,0.09,0.91,0.0,23.29,0.55,2.57,7.93,0.0,0.0,8.96,20.51,0.0,16.22,,0.0,0.01,,24.11,0.0,0.0,,0.0,0.0,15.78,0.05,0.0
